"published_date","description","location","currency","price","bedrooms","bathrooms","toilets"
"Updated 22 Dec 2020, Added 09 Jun 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","80,000,000","4 beds","baths","Toilets"
"Updated 22 Dec 2020, Added 04 Jun 2020","COMMERCIAL PROPERTY FOR SALE","Off Lagos Ibadan Express Way Mowe Obafemi Owode Ogun","<U+20A6>","1,500,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 03 Aug 2020","2 BEDROOM TERRACED BUNGALOW HOUSE FOR SALE","Igando LagosIgando Ikotun Igando Lagos","<U+20A6>","9,500,000","2 beds","2 baths","2 Toilets"
"Updated 22 Dec 2020, Added 03 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Omole Phase 1 Ojodu Lagos","<U+20A6>","125,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 04 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikotun ijegun abaranje Roads Lagos Ikotun Igando Lagos","<U+20A6>","45,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 02 Aug 2020","MIXED USE LAND LAND FOR SALE","Baruwa IpajaBaruwa Ipaja Lagos","<U+20A6>","22,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 27 Aug 2020","COMMERCIAL LAND LAND FOR SALE","Akeem balogun street agidingbi Opp the new addas mallAgidingbi Ikeja Lagos","<U+20A6>","600,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 27 Aug 2020","COMMERCIAL LAND LAND FOR SALE","Gbagada expressway Kosofe Kosofe Ikosi Lagos","<U+20A6>","1,500,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 26 Aug 2020","HOUSE FOR SALE","By Kilo Bus stopKilo Marsha Surulere Lagos","<U+20A6>","35,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 26 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Aso Villa FCT AbujaAsokoro Abuja","<U+20A6>","280,000,000","5 beds","6 baths","6 Toilets"
"Updated 22 Dec 2020, Added 23 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Chevron Lekki Lagos","<U+20A6>","80,000,000","5 beds","5 baths","6 Toilets"
"Updated 23 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","200,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 21 Nov 2020","RESIDENTIAL LAND LAND FOR SALE","Ademola sobowaleAtunrase Medina Gbagada Lagos","<U+20A6>","28,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 23 Nov 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ashipa road.Ipaja Ipaja Lagos","<U+20A6>","16,000,000","4 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 08 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","OFF BADORE ROADBadore Ajah Lagos","<U+20A6>","65,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Victoria Garden City(VGC) Lekki.Vgc Lekki Lagos","<U+20A6>","180,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","MIXED USE LAND LAND FOR SALE","2mins drive from Caritas UniversityEnugu Enugu","<U+20A6>","3,712,500","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 08 Dec 2020","TERRACED DUPLEX HOUSE FOR SALE","Off folaoshibo Lekki phase 1Lekki Phase 1 Lekki Lagos","<U+20A6>","70,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 08 Feb 2020","EVENT CENTRE COMMERCIAL PROPERTY FOR SALE","sharp corner/wema bank roadOluyole Estate Ibadan Oyo","<U+20A6>","75,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 07 Aug 2020","2 BEDROOM FLAT / APARTMENT FOR SALE","AGUNFOYE (omo oba)Igbogbo Ikorodu Lagos","<U+20A6>","3,000,000","2 beds","2 baths","4 Toilets"
"Updated 22 Dec 2020, Added 05 Aug 2020","LAND FOR SALE","Tokunbo omisore streetLekki Phase 1 Lekki Lagos","<U+20A6>","340,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 15 Dec 2020","1 BEDROOM MINI FLAT FLAT / APARTMENT FOR SALE","Off General Paints Bus Stop Abraham adesanya estate Ajah Lagos","<U+20A6>","17,500,000","1 beds","1 baths","2 Toilets"
"Updated 22 Dec 2020, Added 05 Sep 2020","7 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","close to America international School Durumi Abuja","<U+20A6>","172,000,000","7 beds","7 baths","7 Toilets"
"Updated 22 Dec 2020, Added 06 Sep 2020","MIXED USE LAND LAND FOR SALE","Cannal EstateOkota Lagos","<U+20A6>","8,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 29 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","270,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 29 Sep 2020","HOUSE FOR SALE","...Lsdpc Maryland Estate Maryland Lagos","<U+20A6>","57,000,000","0 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 28 Sep 2020","2 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","Isuti Egan via igandoEgan Ikotun Igando Lagos","<U+20A6>","6,500,000","2 beds","2 baths","2 Toilets"
"Updated 22 Dec 2020, Added 19 Oct 2020","MIXED USE LAND LAND FOR SALE","Ilasan Road by World Oil filing stationIlasan Lekki Lagos","<U+20A6>","150,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 09 Nov 2020","5 BEDROOM HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","200,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 09 Nov 2020","3 BEDROOM HOUSE FOR SALE","Banana Island Ikoyi Lagos","<U+20A6>","250,000,000","3 beds","3 baths","4 Toilets"
"Updated 22 Dec 2020, Added 21 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","...Ikate Lekki Lagos","<U+20A6>","55,000,000","3 beds","3 baths","4 Toilets"
"Updated 22 Dec 2020, Added 20 Nov 2020","LAND FOR SALE","OKUN ISE VILLAGE, IBEJU LEKKILacampaigne Tropicana Ibeju Lekki Lagos","<U+20A6>","1,800,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 02 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Engineer Akinsanya street Irepo estate ikotun igando road LagosIkotun Ikotun Igando Lagos","<U+20A6>","13,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","200,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 04 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","...Chevron Lekki Lagos","<U+20A6>","47,000,000","4 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 04 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Osapa London Lekki Lagos","<U+20A6>","60,000,000","4 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 10 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikota villaIkota Lekki Lagos","<U+20A6>","48,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 10 Dec 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota GRAIkota Lekki Lagos","<U+20A6>","65,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 10 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Adekunle fajuyi Ikeja Gra Ikeja Lagos","<U+20A6>","250,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 20 Aug 2020","3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR SALE","Old ife Road Iwo Rd Ibadan Oyo","<U+20A6>","18,000,000","3 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 02 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","...Osapa London Lekki Lagos","<U+20A6>","130,000,000","5 beds","6 baths","6 Toilets"
"Updated 22 Dec 2020, Added 02 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","60,000,000","5 beds","5 baths","4 Toilets"
"Updated 22 Dec 2020, Added 02 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Magodo Gra Phase 1 Ojodu Lagos","<U+20A6>","17,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","3 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","50,000,000","3 beds","4 baths","Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","90,000,000","5 beds","6 baths","Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","2nd toll gateChevron Lekki Lagos","<U+20A6>","75,000,000","3 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Osapa London Lekki Lagos","<U+20A6>","330,000,000","5 beds","6 baths","Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","DETACHED BUNGALOW HOUSE FOR SALE","...Magodo Gra Phase 1 Ojodu Lagos","<U+20A6>","25,000,000","0 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 03 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Magodo GRA 1Magodo Gra Phase 1 Ojodu Lagos","<U+20A6>","78,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 03 Dec 2020","4 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","Supa Cell Estate by Sahara Apo Abuja","<U+20A6>","23,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 03 Dec 2020","2 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Eleyele Eleyele Ibadan Oyo","<U+20A6>","50,000,000","2 beds","2 baths","3 Toilets"
"Updated 22 Dec 2020, Added 03 Dec 2020","4 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","AREPO..Berger Ojodu Lagos","<U+20A6>","15,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","60,000,000","4 beds","5 baths","Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","87,000,000","4 beds","5 baths","Toilets"
"Updated 24 Dec 2020, Added 01 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Lekki Second toll gate After Orchid Hotel Road chevron Lekki Lagos","<U+20A6>","25,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","60,000,000","5 beds","6 baths","Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Magodo 2 GRAMagodo Gra Phase 2 Kosofe Ikosi Lagos","<U+20A6>","155,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 01 Dec 2020","DETACHED DUPLEX HOUSE FOR SALE","Idado Lekki Lagos","<U+20A6>","120,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Off tokunbo Macaulay Magodo Gra Phase 2 Kosofe Ikosi Lagos","<U+20A6>","105,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 08 Dec 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Banana Island Ikoyi Lagos","<U+20A6>","140,000,000","3 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 08 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","120,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 09 Dec 2020","BLOCKS OF FLATS HOUSE FOR SALE","Estate Omole Phase 2 Ojodu Lagos","<U+20A6>","120,000,000","0 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","BLOCKS OF FLATS HOUSE FOR SALE","Community road ijegun via ikotunIjegun Ikotun Igando Lagos","<U+20A6>","30,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","MIXED USE LAND LAND FOR SALE","Ago Palace Okota Lagos","<U+20A6>","10,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","200,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","...Lekki Lagos","<U+20A6>","75,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR SALE","Ocean ParadeBanana Island Ikoyi Lagos","$","950,000","4 beds","3 baths","4 Toilets"
"Updated 22 Dec 2020, Added 11 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Chevron Lekki Lagos","<U+20A6>","62,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 11 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR SALE","Ikota GRAIkota Lekki Lagos","<U+20A6>","65,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Ikota VillaIkota Lekki Lagos","<U+20A6>","100,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 11 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR SALE","Ikota GRAIkota Lekki Lagos","<U+20A6>","45,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 20 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Apo Dutse Apo Abuja","<U+20A6>","110,000,000","5 beds","6 baths","6 Toilets"
"Updated 22 Dec 2020, Added 15 Dec 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Apo Dutse Apo Abuja","<U+20A6>","65,000,000","3 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 23 Nov 2020","LAND FOR SALE","NEKEDE VILLAGE, AFTER AVU JUNCTION PH ROAD IMO STATEOwerri Imo","<U+20A6>","2,700,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 01 Nov 2020","2 BEDROOM FLAT / APARTMENT FOR SALE","*For Sale*-- 4 No's of 2 Bedrooms with Mini flat @ Baruwa on 30ft × 120t Title '; Recept and Souvey *#17m* nice environment secure area Alimosho Lagos","<U+20A6>","17,000,000","2 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 13 Apr 2020","PENTHOUSE FLAT / APARTMENT FOR SALE","BogijeLakowe Ajah Lagos","<U+20A6>","15,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 09 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","120,000,000","4 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Jakande Lekki Lagos","<U+20A6>","120,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 13 Sep 2020","DETACHED DUPLEX HOUSE FOR SALE","Elebu off Akala express ibadanAkala Express Ibadan Oyo","<U+20A6>","11,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 07 Dec 2020","2 BEDROOM FLAT / APARTMENT FOR SALE","lento elumunimJabi Abuja","<U+20A6>","19,000,000","2 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 12 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","75,000,000","4 beds","5 baths","Toilets"
"Updated 22 Dec 2020, Added 26 Oct 2020","BLOCKS OF FLATS HOUSE FOR SALE","Off Akala express ibadan Akala Express Ibadan Oyo","<U+20A6>","17,000,000","0 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 29 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","MAGODO shangishaMagodo Gra Phase 2 Kosofe Ikosi Lagos","<U+20A6>","100,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 28 Oct 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","magodo isheriMagodo Gra Phase 1 Ojodu Lagos","<U+20A6>","43,000,000","3 beds","0 baths","0 Toilets"
"Updated 22 Dec 2020, Added 09 Oct 2020","6 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","IgwurutaIgwurta Ali Port Harcourt Rivers","<U+20A6>","40,000,000","6 beds","6 baths","6 Toilets"
"Updated 22 Dec 2020, Added 30 Nov 2020","4 BEDROOM FLAT / APARTMENT FOR SALE","Ayetoro Ayobo Ipaja Lagos","<U+20A6>","10,000,000","4 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 20 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Okegun.Along Leki Epe Express Road After Eleko Junction Ibeju-Lekki Lagos","<U+20A6>","3,500,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 11 Dec 2020","4 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR SALE","ROAD 22Ikota Lekki Lagos","<U+20A6>","45,000,000","4 beds","baths","5 Toilets"
"Updated 22 Dec 2020, Added 13 Jul 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","eletu streetOsapa London Lekki Lagos","<U+20A6>","50,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 02 Nov 2019","3 BEDROOM FLAT / APARTMENT FOR SALE","New London Estate BaruwaAyobo Ipaja Lagos","<U+20A6>","28,000,000","3 beds","2 baths","3 Toilets"
"Updated 22 Dec 2020, Added 10 Aug 2020","HOTEL/GUEST HOUSE COMMERCIAL PROPERTY FOR SALE","Osborne Foreshore Estate Ikoyi Lagos","<U+20A6>","1,100,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 04 Dec 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","EletuOsapa London Lekki Lagos","<U+20A6>","55,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 07 May 2020","HOUSE FOR SALE","Banana Island Ikoyi Lagos","<U+20A6>","3,000,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 09 Aug 2020","WAREHOUSE COMMERCIAL PROPERTY FOR SALE","Ogba,Ikeja Lagos","<U+20A6>","650,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 01 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Rumuibekwe EstateShell Location Port Harcourt Rivers","<U+20A6>","28,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 16 Sep 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","ANGELS COURT Close to Oral EstateOral Estate Lekki Lagos","<U+20A6>","55,000,000","4 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 14 Jun 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Off Allen avenueAllen Avenue Ikeja Lagos","<U+20A6>","110,000,000","3 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 22 Aug 2020","10 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Baruwa Ipaja Baruwa Ipaja Lagos","<U+20A6>","20,000,000","10 beds","7 baths","7 Toilets"
"Updated 23 Dec 2020, Added 11 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikeja Gra Ikeja GRA Ikeja Lagos","<U+20A6>","150,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 08 Aug 2020","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Fani kayodeIkeja Gra Ikeja Lagos","<U+20A6>","105,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 02 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Osapa London Lekki Lagos","<U+20A6>","110,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 14 Jan 2019","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Sokode crescentWuse 2 Abuja","<U+20A6>","160,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 06 Aug 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Off Admiralty WayLekki Phase 1 Lekki Lagos","<U+20A6>","130,000,000","4 beds","4 baths","5 Toilets"
"Updated 22 Dec 2020, Added 13 Sep 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ajah Evirons Okun Ajah Ajah Lagos","<U+20A6>","35,000,000,000","4 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","70,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 14 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Horizon 2Lekki Phase 1 Lekki Lagos","<U+20A6>","35,000,000","3 beds","3 baths","4 Toilets"
"Updated 22 Dec 2020, Added 01 Sep 2020","3 BEDROOM SEMI DETACHED BUNGALOW HOUSE FOR SALE","Shagari Estate EgbedaEgbeda Alimosho Lagos","<U+20A6>","23,000,000","3 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 17 Nov 2020","BLOCKS OF FLATS HOUSE FOR SALE","Abesan Ipaja Ipaja Road Ipaja Lagos","<U+20A6>","25,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 15 Dec 2020","1 BEDROOM MINI FLAT FLAT / APARTMENT FOR SALE","Off General Paints Bus Stop Abraham adesanya estate Ajah Lagos","<U+20A6>","17,500,000","1 beds","1 baths","2 Toilets"
"Updated 22 Dec 2020, Added 19 Nov 2020","DETACHED BUNGALOW HOUSE FOR SALE","Emenike StreetDiobu Mile 1 Port Harcourt Rivers","<U+20A6>","60,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 12 Aug 2020","HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","750,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 06 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","70,000,000","5 beds","5 baths","6 Toilets"
"Updated 22 Dec 2020, Added 24 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Mega-Mound Estate By Lekki County Homes.Ikota Lekki Lagos","<U+20A6>","120,000,000","5 beds","5 baths","5 Toilets"
"Updated 22 Dec 2020, Added 08 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","49,500,000","4 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 23 Aug 2020","DETACHED DUPLEX HOUSE FOR SALE","Off omorire Johnson Lekki Phase 1 Lekki Lagos","<U+20A6>","270,000,000","beds","baths","Toilets"
"Updated 22 Dec 2020, Added 08 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","....Ikate Lekki Lagos","<U+20A6>","78,000,000","4 beds","4 baths","4 Toilets"
"Updated 22 Dec 2020, Added 27 Aug 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","80,000,000","3 beds","3 baths","3 Toilets"
"Updated 22 Dec 2020, Added 06 Aug 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Off Palace RoadVictoria Island Lagos","<U+20A6>","65,000,000","3 beds","3 baths","4 Toilets"
