"published_date","description","location","currency","price","bedrooms","bathrooms","toilets"
"Updated 23 Dec 2020, Added 10 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","7,000,000","4 beds","5 baths","4 Toilets"
"Updated 23 Dec 2020, Added 07 Aug 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","Ikoyi Lagos","<U+20A6>","15,000,000","4 beds","5 baths","6 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 18 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Ikate Lekki Lagos","<U+20A6>","3,000,000","3 beds","4 baths","4 Toilets"
"Updated 23 Dec 2020, Added 20 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","3,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 15 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old IkoyiOld Ikoyi Ikoyi Lagos","<U+20A6>","8,000,000","3 beds","3 baths","3 Toilets"
"Updated 23 Dec 2020, Added 16 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","10,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","5,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 21 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Banana Island Ikoyi Lagos","<U+20A6>","14,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 07 May 2020","4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","15,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 17 Mar 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Parkview Estate Ikoyi Lagos","<U+20A6>","5,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 30 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Victoria Island Lagos","<U+20A6>","10,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 11 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikeja Gra Ikeja GRA Ikeja Lagos","<U+20A6>","150,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 30 Aug 2020","3 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR RENT","ShimawaMowe Obafemi Owode Ogun","<U+20A6>","260,000","3 beds","1 baths","2 Toilets"
"Updated 23 Dec 2020, Added 02 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","Lekki countyIkota Lekki Lagos","<U+20A6>","5,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","2,800,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 30 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Ikota Lekki Lagos","<U+20A6>","3,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 28 Sep 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","Ikota Lekki Lagos","<U+20A6>","4,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 18 Jul 2020","5 BEDROOM HOUSE FOR RENT","Kusenla RoadIkate Lekki Lagos","<U+20A6>","6,500,000","5 beds","5 baths","6 Toilets"
"Updated 23 Dec 2020, Added 02 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","3,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 17 Jul 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","5,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 12 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Lekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 10 Dec 2020","2 BEDROOM FLAT / APARTMENT FOR RENT","U3 EstateLekki Phase 1 Lekki Lagos","<U+20A6>","12,000,000","2 beds","2 baths","3 Toilets"
"Updated 23 Dec 2020, Added 04 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","off Akiogun Road Oniru Lekki RightOniru Victoria Island Lagos","<U+20A6>","24,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 18 Sep 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Ikate Lekki Lagos","<U+20A6>","3,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 20 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","3,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 07 Aug 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","Victoria Island Lagos","<U+20A6>","18,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Dec 2020","2 BEDROOM FLAT / APARTMENT FOR RENT","...Banana Island Ikoyi Lagos","<U+20A6>","11,000,000","2 beds","2 baths","3 Toilets"
"Updated 23 Dec 2020, Added 10 Aug 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","8,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 13 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Parkview Estate Ikoyi Lagos","<U+20A6>","11,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 24 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","18,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 14 Dec 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Ikate Lekki Lagos","<U+20A6>","6,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 21 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Ologolo Lekki Lagos","<U+20A6>","2,600,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","200,000,000","5 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 06 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","2nd toll gateLekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 10 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","OrchidLekki Lagos","<U+20A6>","3,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 23 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Osapa London Lekki Lagos","<U+20A6>","2,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 02 Oct 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Ikota Lekki Lagos","<U+20A6>","3,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Lekki right Lekki Phase 1 Lekki Lagos","<U+20A6>","4,000,000","3 beds","baths","Toilets"
"Updated 23 Dec 2020, Added 29 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","-Old Ikoyi Ikoyi Lagos","$","40,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Marwa Lekki RightLekki Phase 1 Lekki Lagos","<U+20A6>","3,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 16 Sep 2020","4 BEDROOM HOUSE FOR RENT","ilasan Lekki Lagos","<U+20A6>","3,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 25 Nov 2020","4 BEDROOM HOUSE FOR RENT","Nicon TownIkate Lekki Lagos","<U+20A6>","5,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","2nd toll gateLekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 10 Dec 2020","1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT","U3 EstateLekki Phase 1 Lekki Lagos","<U+20A6>","10,000,000","1 beds","1 baths","2 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","...Banana Island Ikoyi Lagos","<U+20A6>","13,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 20 Nov 2020","4 BEDROOM HOUSE FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","5,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 07 Aug 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Victoria Island Lagos","<U+20A6>","13,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 08 Jul 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","Ikorodu RoadMaryland Ikeja Lagos","<U+20A6>","35,000","beds","2 baths","2 Toilets"
"Updated 23 Dec 2020, Added 09 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Banana Island Ikoyi Lagos","<U+20A6>","13,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 21 Sep 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","13,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","7,000,000","3 beds","3 baths","3 Toilets"
"Updated 23 Dec 2020, Added 20 Aug 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","10,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 25 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Off Banana Island RoadIkoyi Lagos","<U+20A6>","6,000,000","3 beds","3 baths","4 Toilets"
"Updated 22 Dec 2020, Added 02 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Pearl Gardens Estate Monastery road Sangotedo Lagos","<U+20A6>","38,800,000","4 beds","3 baths","3 Toilets"
"Updated 23 Dec 2020, Added 14 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Osborne Foreshore Estate Ikoyi Lagos","<U+20A6>","9,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 26 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","OrchidChevron Lekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 07 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Banana Island Ikoyi Lagos","<U+20A6>","15,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Ikoyi Lagos","<U+20A6>","7,000,000","3 beds","3 baths","3 Toilets"
"Updated 23 Dec 2020, Added 23 Nov 2020","3 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","2,800,000","3 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 26 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Along Banana islandBourdillon Ikoyi Lagos","<U+20A6>","12,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Off Ligali AyorindeLigali Ayorinde Victoria Island Lagos","<U+20A6>","8,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 06 Aug 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Parkview Estate Ikoyi Lagos","<U+20A6>","7,000,000","3 beds","4 baths","4 Toilets"
"Updated 23 Dec 2020, Added 30 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Lekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 17 Aug 2020","2 BEDROOM FLAT / APARTMENT FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","7,500,000","2 beds","2 baths","2 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT","...Lekki Phase 1 Lekki Lagos","<U+20A6>","800,000","1 beds","1 baths","1 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 18 Nov 2020","5 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","off coker roadCoker Road Ilupeju Lagos","<U+20A6>","5,000,000","5 beds","5 baths","7 Toilets"
"Updated 23 Dec 2020, Added 18 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Ikoyi Lagos","<U+20A6>","12,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 09 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","8,000,000","3 beds","4 baths","3 Toilets"
"Updated 23 Dec 2020, Added 22 Oct 2019","3 BEDROOM FLAT / APARTMENT FOR RENT","Victoria Island Lagos","<U+20A6>","12,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Jun 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","Elegushi Road LEKKI RightIkate Lekki Lagos","<U+20A6>","5,000,000","beds","baths","2 Toilets"
"Updated 23 Dec 2020, Added 10 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","12,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 10 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","8,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Jun 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","Elegushi Beach Road Ikate Lekki Lagos","<U+20A6>","1,100,000","beds","baths","1 Toilets"
"Updated 23 Dec 2020, Added 08 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","-Banana Island Ikoyi Lagos","<U+20A6>","15,500,000","3 beds","3 baths","4 Toilets"
"Updated 24 Dec 2020, Added 08 Jun 2020","1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR SALE","Taiye Olowu Street Off Victoria Arobieke. Lekki Phase 1 Lekki Lagos","<U+20A6>","50,000,000","1 beds","1 baths","2 Toilets"
"Updated 23 Dec 2020, Added 28 Oct 2020","4 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","Ikorodu RoadIkorodu Road(ilupeju) Ilupeju Lagos","<U+20A6>","5,000,000","4 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 19 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","16,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 16 Dec 2020","3 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT","Alaka Estate Alaka Estate Surulere Lagos","<U+20A6>","3,000,000","3 beds","4 baths","4 Toilets"
"Updated 23 Dec 2020, Added 13 Mar 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","Victoria Island Lagos","<U+20A6>","18,000,000","4 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 26 Jun 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR RENT","Elegushi Beach Road Ikate Lekki Lagos","<U+20A6>","1,100,000","beds","baths","1 Toilets"
"Updated 23 Dec 2020, Added 16 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","8,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","4 BEDROOM MASSIONETTE HOUSE FOR RENT","Banana Island Ikoyi Lagos","<U+20A6>","15,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Parkview Estate Ikoyi Lagos","<U+20A6>","6,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT","VGC EstateVgc Lekki Lagos","<U+20A6>","5,500,000","5 beds","5 baths","6 Toilets"
"Updated 23 Dec 2020, Added 11 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Phase 1Phase 1 Gbagada Lagos","<U+20A6>","65,000,000","4 beds","4 baths","4 Toilets"
"Updated 23 Dec 2020, Added 17 Dec 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","6,500,000","5 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 17 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Osborne Foreshore Estate Ikoyi Lagos","<U+20A6>","4,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","3,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 01 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","11,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 19 Jun 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","5,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 18 Sep 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Ikate Lekki Lagos","<U+20A6>","4,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 09 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Oniru Victoria Island Lagos","<U+20A6>","5,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 23 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","4,700,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 28 May 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","5,000,000","5 beds","5 baths","6 Toilets"
"Updated 23 Dec 2020, Added 23 Nov 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT","Ikota Lekki Lagos","<U+20A6>","4,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 06 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","... Lekki Phase 1 Lekki Lagos","<U+20A6>","320,000,000","5 beds","6 baths","7 Toilets"
"Updated 23 Dec 2020, Added 17 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","...Banana Island Ikoyi Lagos","<U+20A6>","20,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 27 Nov 2020","1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT","Lekki Phase 1 Lekki Lagos","<U+20A6>","1,200,000","1 beds","1 baths","1 Toilets"
"Updated 23 Dec 2020, Added 14 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Old Ikoyi Ikoyi Lagos","<U+20A6>","9,000,000","4 beds","4 baths","5 Toilets"
"Updated 23 Dec 2020, Added 02 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR RENT","Abiodun YusufOniru Victoria Island Lagos","<U+20A6>","4,000,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 12 Jun 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT","Orchid road Chevron lekki lagos state Nigeria Chevron Lekki Lagos","<U+20A6>","3,500,000","4 beds","4 baths","4 Toilets"
"Updated 23 Dec 2020, Added 26 Nov 2020","SELF CONTAIN FLAT / APARTMENT FOR RENT","...Lekki Phase 1 Lekki Lagos","<U+20A6>","750,000","0 beds","0 baths","0 Toilets"
"Updated 23 Dec 2020, Added 12 Oct 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT","Ajao Estate Isolo. Lagos MainlandAjao Estate Isolo Lagos","<U+20A6>","1,200,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 04 Nov 2020","SELF CONTAIN FLAT / APARTMENT FOR RENT","Oke Afa Isolo.Lagos MainlandOke Afa Isolo Lagos","<U+20A6>","120,000","0 beds","0 baths","0 Toilets"
"Updated 23 Dec 2020, Added 21 Dec 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Close to NNPC Fuel StationGuzape Abuja","<U+20A6>","4,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 08 Dec 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT","Close to NNPC Estate UtakoWuye Abuja","<U+20A6>","3,500,000","3 beds","3 baths","4 Toilets"
"Updated 23 Dec 2020, Added 11 Dec 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT","Close to Finance QuartersWuye Abuja","<U+20A6>","1,900,000","3 beds","3 baths","4 Toilets"
