"published_date","description","location","currency","price","bedrooms","bathrooms","toilets"
"Added 13 Jul 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Behind Papa's ground, Karsana NorthKarsana Abuja","<U+20A6>","18,500,000","3 beds","3 baths","4 Toilets"
"Added 13 Jul 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","JabiJabi Abuja","<U+20A6>","140,000,000","5 beds","6 baths","6 Toilets"
"Added 13 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Millenuim Ups Gbagada Lagos","<U+20A6>","55,000,000","4 beds","4 baths","5 Toilets"
"Added 13 Jul 2020","MIXED USE LAND LAND FOR SALE","Beside Alaro City, Km 7, Lagos Epe Express Way, Ibeju LekkiFree Trade Zone Ibeju Lekki Lagos","<U+20A6>","4,200,000","beds","baths","Toilets"
"Added 13 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Ladesuwa GRA sagamuSagamu Sagamu Ogun","<U+20A6>","1,000,000","beds","baths","Toilets"
"Added 13 Jul 2020","10 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR SALE","OPPOSITE INEC QUARTERS, ASOKORO EXTENSION, ABUJAAsokoro Abuja","<U+20A6>","100,000,000","10 beds","10 baths","10 Toilets"
"Added 13 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","125,000,000","5 beds","baths","Toilets"
"Added 13 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Vgc Lekki Lagos","<U+20A6>","50,000,000","4 beds","5 baths","5 Toilets"
"Added 13 Jul 2020","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Admiralty Lekki Phase 1 Lekki Lagos","<U+20A6>","170,000,000","5 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 07 Dec 2020","4 BEDROOM FLAT / APARTMENT FOR RENT","... Old Ikoyi Ikoyi Lagos","<U+20A6>","14,999,999/year","4 beds","4 baths","5 Toilets"
"Added 13 Jul 2020","LAND FOR SALE","Beside Jiu Hua GroupEleko Ibeju Lekki Lagos","<U+20A6>","13,000,000","beds","baths","Toilets"
"Added 13 Jul 2020","4 BEDROOM SEMI DETACHED BUNGALOW HOUSE FOR SALE","Chevron Toll GateIkota Lekki Lagos","<U+20A6>","63,000,000","4 beds","4 baths","4 Toilets"
"Added 13 Jul 2020","MIXED USE LAND LAND FOR SALE","Mowe Obafemi Owode Ogun","<U+20A6>","750,000","beds","baths","2 Toilets"
"Added 13 Jul 2020","3 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","Ayegbami Estate, Imowonla, off Ijede road, Ikorodu.Ijede Ikorodu Lagos","<U+20A6>","30,000,000","3 beds","3 baths","3 Toilets"
"Added 22 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Karsana Abuja","<U+20A6>","2,500,000","beds","baths","Toilets"
"Added 13 Jul 2020","FLAT / APARTMENT FOR SALE","Ogba Bus Stop Ogba Lagos","<U+20A6>","40,000,000","beds","baths","Toilets"
"Added 13 Jul 2020","2 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","Ayobo Ipaja Lagos","<U+20A6>","50,000,000","2 beds","baths","Toilets"
"Added 13 Jul 2020","5 BEDROOM FLAT / APARTMENT FOR SALE","Tinapa roadCalabar Cross River","<U+20A6>","13,000,000","5 beds","2 baths","2 Toilets"
"Added 12 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Victory Estate Ajah Off Lekki Epe Expressway Ajah Lagos","<U+20A6>","45,000,000","4 beds","5 baths","5 Toilets"
"Added 12 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Lekki Lagos","<U+20A6>","13,500,000","beds","baths","Toilets"
"Added 12 Jul 2020","MIXED USE LAND LAND FOR SALE","Okun Mosan free trade zone, Ibeju LekkiFree Trade Zone Ibeju Lekki Lagos","<U+20A6>","2,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 14 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Lekki Lagos","<U+20A6>","110,000,000","5 beds","5 baths","6 Toilets"
"Added 12 Jul 2020","10 BEDROOM COMMERCIAL LAND LAND FOR SALE","Ozorro polytechnicIsoko North Delta","<U+20A6>","2,300,000","10 beds","10 baths","10 Toilets"
"Added 12 Jul 2020","MIXED USE LAND LAND FOR SALE","Ikpe community , Benin city, ikpoba okha lga Ukpoba Edo","<U+20A6>","2,700,000","beds","baths","Toilets"
"Added 12 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Pinnock Estate, lekkiJakande Lekki Lagos","<U+20A6>","235,000,000","5 beds","5 baths","6 Toilets"
"Added 12 Jul 2020","10 BEDROOM EVENT CENTRE COMMERCIAL PROPERTY FOR SALE","OlopomejiAkobo Ibadan Oyo","<U+20A6>","200,000,000","10 beds","10 baths","10 Toilets"
"Added 12 Jul 2020","DETACHED BUNGALOW HOUSE FOR SALE","5, Ezebaraba Close, Rumuigbo, Port Harcourt, Rivers StateObio Akpor Rivers","<U+20A6>","68,000,000","beds","baths","Toilets"
"Added 12 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Owode ise 3 minutes drive from la campagne tropicana resorts Akodo Ise Ibeju Lekki Lagos","<U+20A6>","900,000","beds","baths","Toilets"
"Added 12 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Epe TownEpe Road Epe Lagos","<U+20A6>","900,000","beds","baths","Toilets"
"Added 11 Jul 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Nvigwe, WojiObio Akpor Rivers","<U+20A6>","35,000,000","4 beds","5 baths","5 Toilets"
"Added 11 Jul 2020","WAREHOUSE COMMERCIAL PROPERTY FOR SALE","NTA RoadMagbuoba Port Harcourt Rivers","<U+20A6>","180,000,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 15 Dec 2020","1 BEDROOM MINI FLAT FLAT / APARTMENT FOR SALE","Off General Paints Bus Stop Abraham adesanya estate Ajah Lagos","<U+20A6>","17,500,000","1 beds","1 baths","2 Toilets"
"Added 11 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","AsejireEgbeda Oyo","<U+20A6>","1,500,000","beds","baths","Toilets"
"Added 11 Jul 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","BawalaPalmgroove Shomolu Lagos","<U+20A6>","100,000,000","3 beds","4 baths","3 Toilets"
"Added 11 Jul 2020","3 BEDROOM MINI FLAT FLAT / APARTMENT FOR SALE","71 road off Sherriti behind Catholic Church Kabusa Abuja Kabusa Abuja","<U+20A6>","1,800,000","3 beds","2 baths","2 Toilets"
"Added 11 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Lekki Lagos","<U+20A6>","2,000,000","beds","baths","Toilets"
"Added 11 Jul 2020","LAND FOR SALE","Ibeju Lekki Lagos","<U+20A6>","20,000,000","beds","baths","Toilets"
"Added 11 Jul 2020","COMMERCIAL PROPERTY FOR SALE","29 Olaniyan streetIdi Araba Surulere Lagos","<U+20A6>","85,000,000","beds","baths","Toilets"
"Added 11 Jul 2020","8 BEDROOM STUDIO APARTMENT FLAT / APARTMENT FOR SALE","Liverpool Estate, Marwa road. Satellite Town Amuwo Odofin Lagos","<U+20A6>","60,000,000","8 beds","8 baths","10 Toilets"
"Added 11 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Ezinato/obinagu Achalla village Enugwu Agidi town In njikoka LGA beside city of David estate Njikoka Anambra","<U+20A6>","1,700,000","beds","baths","Toilets"
"Added 10 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikuton Lagos NigeriaLekki Phase 1 Lekki Lagos","<U+20A6>","85,000,000","5 beds","5 baths","6 Toilets"
"Added 10 Jul 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Aguogboriga Nkaliki Unuhu, Abakaliki LGA. Ebonyi StateAbakaliki Ebonyi","<U+20A6>","20,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","5 BEDROOM HOUSE FOR SALE","Lekki Lagos","<U+20A6>","57,000,000","5 beds","5 baths","5 Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","... Ilasan Lekki Lagos","<U+20A6>","65,000,000","5 beds","5 baths","6 Toilets"
"Added 10 Jul 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Block of flat of 2unit of 3bedroom and 2unit of 2bedroomIwo Rd Ibadan Oyo","<U+20A6>","35,000,000","3 beds","2 baths","2 Toilets"
"Added 10 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","OrozoOrozo Orozo Abuja","<U+20A6>","2,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","4 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","MagboroMagboro Obafemi Owode Ogun","<U+20A6>","50,000,000","4 beds","4 baths","5 Toilets"
"Added 10 Jul 2020","DETACHED DUPLEX HOUSE FOR SALE","ChevronChevron Lekki Lagos","<U+20A6>","75,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Segun Akinola street, off Agbe road.Abule egbaAbule Egba Abule Egba Lagos","<U+20A6>","50,000,000","4 beds","5 baths","5 Toilets"
"Added 10 Jul 2020","4 BEDROOM HOUSE FOR SALE","Adeniyi Thomas Estate Ajah Lagos","<U+20A6>","4,500,000","4 beds","baths","3 Toilets"
"Added 10 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Magodo phase 2 Victoria Island Extension Victoria Island Lagos","<U+20A6>","80,000,000","4 beds","4 baths","4 Toilets"
"Added 10 Jul 2020","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","3 Wura Esan Close,Off Ashongbon Adeniyi Jones Ikeja Lagos","<U+20A6>","125,000,000","5 beds","6 baths","6 Toilets"
"Added 10 Jul 2020","FLAT / APARTMENT FOR SALE","...Ajah Lagos","<U+20A6>","14,000,000","0 beds","0 baths","0 Toilets"
"Updated 23 Dec 2020, Added 15 Dec 2020","1 BEDROOM MINI FLAT FLAT / APARTMENT FOR SALE","Off General Paints Bus Stop Abraham adesanya estate Ajah Lagos","<U+20A6>","17,500,000","1 beds","1 baths","2 Toilets"
"Added 10 Jul 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Oke-ogunji,Somorin Abeokuta Ogun","<U+20A6>","18,000,000","3 beds","3 baths","3 Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","...Ikota Lekki Lagos","<U+20A6>","112,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","-Abijo Ajah Lagos","<U+20A6>","55,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","HOTEL/GUEST HOUSE COMMERCIAL PROPERTY FOR SALE","...Wuye Abuja","<U+20A6>","1,300,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","DETACHED DUPLEX HOUSE FOR SALE","...Agungi Lekki Lagos","<U+20A6>","60,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","DETACHED DUPLEX HOUSE FOR SALE","-Ado Ekiti Ekiti","<U+20A6>","30,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","COMMERCIAL LAND LAND FOR SALE","Asaba Delta","<U+20A6>","100,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","WAREHOUSE COMMERCIAL PROPERTY FOR SALE","...Oshodi Lagos","<U+20A6>","100,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","-Lekki Phase 2 Lekki Lagos","<U+20A6>","58,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","...Oniru Victoria Island Lagos","<U+20A6>","120,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","...Abeokuta Ogun","<U+20A6>","45,000,000","0 beds","0 baths","0 Toilets"
"Updated 23 Dec 2020, Added 15 Mar 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Yaba Gra Abule-Oja Yaba Lagos","<U+20A6>","45,000,000","3 beds","3 baths","4 Toilets"
"Added 10 Jul 2020","LAND FOR SALE","Solu Alade Primary School Opposite Debojo Beach Ibeju Lekki Lagos","<U+20A6>","1,200,000","beds","baths","Toilets"
"Added 10 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","...Guzape Abuja","<U+20A6>","130,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","DETACHED DUPLEX HOUSE FOR SALE","...Ikota Lekki Lagos","<U+20A6>","122,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","FLAT / APARTMENT FOR SALE","...Sangotedo Ajah Lagos","<U+20A6>","19,900,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","MIXED USE LAND LAND FOR SALE","Atali oil millAtali Port Harcourt Rivers","<U+20A6>","4,100,000","beds","baths","Toilets"
"Added 10 Jul 2020","MIXED USE LAND LAND FOR SALE","Abacha roadMararaba Abuja","<U+20A6>","10,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","TERRACED DUPLEX HOUSE FOR SALE","...Ogombo Ajah Lagos","<U+20A6>","23,000,000","0 beds","0 baths","0 Toilets"
"Added 10 Jul 2020","10 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR SALE","Iyana cele orita challenge ibadanChallenge Ibadan Oyo","<U+20A6>","25,000,000","10 beds","10 baths","10 Toilets"
"Added 10 Jul 2020","LAND FOR SALE","Mokoloki via Mowe/OfadaOjoolu Ifo Ogun","<U+20A6>","150,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 16 Oct 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","... Ilasan Lekki Lagos","<U+20A6>","65,000,000","5 beds","5 baths","6 Toilets"
"Added 10 Jul 2020","MIXED USE LAND LAND FOR SALE","Ibeju Lekki Free Trade ZoneFree Trade Zone Ibeju Lekki Lagos","<U+20A6>","1,000,000","beds","baths","Toilets"
"Added 10 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Agowa alight at atere, Imota, jogunro town, Ikorodu Ikorodu Lagos","<U+20A6>","600,000","beds","baths","Toilets"
"Added 10 Jul 2020","MIXED USE LAND LAND FOR SALE","Atan ota, Ogun State.Ado Odo Ota Ogun","<U+20A6>","1,500,000","beds","baths","Toilets"
"Added 10 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Efab metropolis Gwarinpa Abuja","<U+20A6>","95,000,000","5 beds","5 baths","6 Toilets"
"Added 09 Jul 2020","COMMERCIAL LAND LAND FOR SALE","4 plots of Land for sell at 31 old Okigwe road Owerri IMO state just by the main road. In a very busy area. Close to government houseOwerri Imo","<U+20A6>","240,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Opposite Ebeano supermarket lokogoma Lokogoma Abuja","<U+20A6>","35,000,000","4 beds","3 baths","3 Toilets"
"Added 09 Jul 2020","HOUSE FOR SALE","Abimbola Shodipe by barracks bus stop, Ojuelegba.Ojuelegba Surulere Lagos","<U+20A6>","80,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","COMMERCIAL LAND LAND FOR SALE","Central Business Area, beside Churgate, FCT,AbujaCentral Area Abuja","<U+20A6>","850,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Charly Boy Reaidence Gwarinpa Abuja","<U+20A6>","60,000,000","5 beds","5 baths","5 Toilets"
"Added 09 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Ikot Anwatim community off NNPC DEPO Calabar Cross River","<U+20A6>","2,500,000","beds","baths","Toilets"
"Added 09 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Suite C1 busymart Plaza Jabi AbujaLugbe Abuja","<U+20A6>","2,500,000","beds","baths","Toilets"
"Updated 23 Dec 2020, Added 05 Oct 2020","4 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR SALE","Parkview Estate Ikoyi Lagos","<U+20A6>","205,000,000","4 beds","4 baths","5 Toilets"
"Added 09 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","After power Oli Company lbeju LekkiFree Trade Zone Ibeju Lekki Lagos","<U+20A6>","8,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","10 BEDROOM HOUSE FOR SALE","Behind prayer City Magboro Obafemi Owode Ogun","<U+20A6>","38,000,000","10 beds","10 baths","10 Toilets"
"Added 09 Jul 2020","RESIDENTIAL LAND LAND FOR SALE","Igwurta Ali Port Harcourt Rivers","<U+20A6>","1,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Bosun Adekoya streetLekki Phase 2 Lekki Lagos","<U+20A6>","150,000,000","4 beds","baths","Toilets"
"Added 09 Jul 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Behind redemption new auditoriumBerger Ojodu Lagos","<U+20A6>","1,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","SEMI DETACHED DUPLEX HOUSE FOR SALE","...Lekki Lagos","<U+20A6>","55,000,000","0 beds","0 baths","0 Toilets"
"Added 09 Jul 2020","DETACHED DUPLEX HOUSE FOR SALE","-Ikota Lekki Lagos","<U+20A6>","120,000,000","0 beds","0 baths","0 Toilets"
"Added 09 Jul 2020","TERRACED DUPLEX HOUSE FOR SALE","-Lekki Lagos","<U+20A6>","53,000,000","0 beds","0 baths","0 Toilets"
"Added 09 Jul 2020","DETACHED BUNGALOW HOUSE FOR SALE","-Odongunyan Ikorodu Lagos","<U+20A6>","16,000,000","0 beds","0 baths","0 Toilets"
"Updated 23 Dec 2020, Added 15 Mar 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Yaba Gra Abule-Oja Yaba Lagos","<U+20A6>","45,000,000","3 beds","3 baths","4 Toilets"
"Added 09 Jul 2020","3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR SALE","Puposhola area abule ebaAbule Egba Abule Egba Lagos","<U+20A6>","4,000,000","3 beds","3 baths","3 Toilets"
"Added 09 Jul 2020","MIXED USE LAND LAND FOR SALE","Off Kajola Road, Kajola Ibeju Lekki, Lagos.Oribanwa Ibeju Lekki Lagos","<U+20A6>","32,000,000","beds","baths","Toilets"
"Added 09 Jul 2020","FLAT / APARTMENT FOR SALE","...Alimosho Lagos","<U+20A6>","12,000,000","0 beds","0 baths","0 Toilets"
"Added 09 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Mopol 19New Gra Port Harcourt Rivers","<U+20A6>","120,000,000","5 beds","7 baths","7 Toilets"
"Added 09 Jul 2020","WAREHOUSE COMMERCIAL PROPERTY FOR SALE","...Oshodi Lagos","<U+20A6>","1,600,000,000","0 beds","0 baths","0 Toilets"
