"published_date","description","location","currency","price","bedrooms","bathrooms","toilets"
"Updated 19 Dec 2020, Added 15 Mar 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Yaba Gra Abule-Oja Yaba Lagos","<U+20A6>","45,000,000","3 beds","3 baths","4 Toilets"
"Updated 21 Dec 2020, Added 16 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Goldstone estate, monastery road Sangotedo Ajah Lagos","<U+20A6>","20,000,000","beds","baths","Toilets"
"Updated 21 Dec 2020, Added 17 Jun 2020","LAND FOR SALE","Tagbati TownEleranigbe Ibeju Lekki Lagos","<U+20A6>","1,500,000","beds","baths","Toilets"
"Updated 21 Dec 2020, Added 11 Jul 2020","LAND FOR SALE","Sam Mbakwe International Airport RoadOwerri Imo","<U+20A6>","1,800,000","beds","baths","Toilets"
"Updated 21 Dec 2020, Added 14 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Kings Gate Phase 2, Imosan, Igbogun La Campaingne Tropicana Ibeju Lekki, LagosLacampaigne Tropicana Ibeju Lekki Lagos","<U+20A6>","1,500,000","0 beds","0 baths","0 Toilets"
"Updated 21 Dec 2020, Added 14 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","...Banana Island Ikoyi Lagos","<U+20A6>","1,600,000,000","5 beds","5 baths","6 Toilets"
"Updated 21 Dec 2020, Added 14 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","-Old Ikoyi Ikoyi Lagos","<U+20A6>","150,000,000","3 beds","3 baths","4 Toilets"
"Updated 21 Dec 2020, Added 08 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","..Old Ikoyi Ikoyi Lagos","<U+20A6>","130,000,000","3 beds","3 baths","4 Toilets"
"Updated 21 Dec 2020, Added 27 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","100,000,000","4 beds","4 baths","5 Toilets"
"Updated 21 Dec 2020, Added 24 Aug 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","55,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 08 Jun 2020","1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR SALE","Taiye Olowu Street Off Victoria Arobieke. Lekki Phase 1 Lekki Lagos","<U+20A6>","50,000,000","1 beds","1 baths","2 Toilets"
"Updated 21 Dec 2020, Added 10 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Orchid Road.Lekki Lagos","<U+20A6>","150,000,000","5 beds","5 baths","6 Toilets"
"Updated 21 Dec 2020, Added 03 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Near VGCLekki Lagos","<U+20A6>","40,000,000","4 beds","4 baths","5 Toilets"
"Updated 21 Dec 2020, Added 17 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Off Chevron DriveChevron Lekki Lagos","<U+20A6>","88,000,000","5 beds","5 baths","6 Toilets"
"Updated 21 Dec 2020, Added 29 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Idado Lekki Lagos","<U+20A6>","120,000,000","5 beds","5 baths","6 Toilets"
"Updated 21 Dec 2020, Added 29 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","AjahAjah Lagos","<U+20A6>","33,000,000","4 beds","4 baths","5 Toilets"
"Updated 21 Dec 2020, Added 15 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","300,000,000","5 beds","5 baths","6 Toilets"
"Updated 21 Dec 2020, Added 25 Nov 2020","3 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Soluyi Gbagada Lagos","<U+20A6>","190,000,000","3 beds","baths","Toilets"
"Updated 21 Dec 2020, Added 17 Dec 2020","7 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","...Banana Island Ikoyi Lagos","$","5,520,000","7 beds","7 baths","8 Toilets"
"Updated 21 Dec 2020, Added 12 Dec 2020","RESIDENTIAL LAND LAND FOR SALE","Babatunde Close off Babatunde StreetOgunlana Surulere Lagos","<U+20A6>","75,000,000","beds","baths","Toilets"
"Updated 21 Dec 2020, Added 18 Dec 2020","MIXED USE LAND LAND FOR SALE","Beside chevron Lekki, Along the expressway Chevron Lekki Lagos","<U+20A6>","1,700,000,000","beds","baths","Toilets"
"Updated 21 Dec 2020, Added 10 Dec 2020","5 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","314 close banana island IKOYI Lagos Banana Island Ikoyi Lagos","<U+20A6>","450,000,000","5 beds","5 baths","5 Toilets"
"Updated 21 Dec 2020, Added 01 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Lekki Second toll gate After Orchid Hotel Road chevron Lekki Lagos","<U+20A6>","25,000,000","beds","baths","Toilets"
"Added 21 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Rose garden man go to Ikeja Lagos Mangoro Ikeja Lagos","<U+20A6>","23,500,000","4 beds","4 baths","5 Toilets"
"Added 20 Dec 2020","3 BEDROOM DETACHED BUNGALOW HOUSE FOR SALE","On the Lagos Ibadan Express Beside RCCG Youth ChurchMowe Obafemi Owode Ogun","<U+20A6>","9,500,000","3 beds","3 baths","4 Toilets"
"Added 20 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Ilamija TownEpe Road Epe Lagos","<U+20A6>","950,000","beds","baths","Toilets"
"Updated 20 Dec 2020, Added 14 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Inside Green Park Estate Abijo GRAAbijo Ajah Lagos","<U+20A6>","70,000,000","5 beds","5 baths","6 Toilets"
"Updated 20 Dec 2020, Added 07 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","...Eleko Ibeju Lekki Lagos","<U+20A6>","3,000,000","beds","baths","Toilets"
"Updated 20 Dec 2020, Added 07 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Inside the popular Amity estate,4 Minutes Drive From Novare Mall(ShopRite)Sangotedo Lagos","<U+20A6>","10,500,000","beds","baths","Toilets"
"Updated 20 Dec 2020, Added 08 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Atlantic Layout EstateAjiwe Ajah Lagos","<U+20A6>","55,000,000","5 beds","5 baths","5 Toilets"
"Updated 20 Dec 2020, Added 09 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","90,000,000","5 beds","5 baths","5 Toilets"
"Updated 20 Dec 2020, Added 10 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","3 Minutes from Lekki Epe ExpressBogije Sangotedo Lagos","<U+20A6>","7,200,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 30 Aug 2020","1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR SALE","Ikorodu Ikorodu Lagos","<U+20A6>","43,000,000","1 beds","1 baths","1 Toilets"
"Updated 20 Dec 2020, Added 20 Dec 2020","TERRACED DUPLEX HOUSE FOR SALE","Banana Island Ikoyi Lagos","<U+20A6>","650,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 14 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","3 Minutes From Ikota Mega ChickenIkota Lekki Lagos","<U+20A6>","45,000,000","4 beds","4 baths","3 Toilets"
"Updated 19 Dec 2020, Added 14 Oct 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Off Adetunji RoadAguda Surulere Lagos","<U+20A6>","33,000,000","3 beds","2 baths","3 Toilets"
"Added 19 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Thomas Estate Ajah Lagos","<U+20A6>","42,000,000","4 beds","4 baths","5 Toilets"
"Added 19 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Thomas Estate Ajah Lagos","<U+20A6>","62,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 28 Nov 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","lekki county homes estateLekki Lagos","<U+20A6>","85,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 08 Dec 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Horizon 2 Extension EstateIkate Lekki Lagos","<U+20A6>","39,000,000","3 beds","3 baths","4 Toilets"
"Updated 19 Dec 2020, Added 10 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","-Jahi Abuja","<U+20A6>","200,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 08 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Afolabi Lesi StreetTown Planning Way Ilupeju Lagos","<U+20A6>","240,000,000","5 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 07 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","-Chevron Lekki Lagos","<U+20A6>","135,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 19 Oct 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Chevron Lekki Lagos","<U+20A6>","80,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 15 Mar 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Yaba Gra Abule-Oja Yaba Lagos","<U+20A6>","45,000,000","3 beds","3 baths","4 Toilets"
"Updated 19 Dec 2020, Added 07 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Karsana Abuja","<U+20A6>","125,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 16 Nov 2020","MIXED USE LAND LAND FOR SALE","LafiajiLekki Phase 2 Lekki Lagos","<U+20A6>","50,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 13 May 2020","2 BEDROOM FLAT / APARTMENT FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","68,000,000","2 beds","2 baths","3 Toilets"
"Updated 19 Dec 2020, Added 17 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","150,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 12 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","ComradeChevron Lekki Lagos","<U+20A6>","60,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 09 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","45,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 03 Jul 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR SALE","Nathan Street off Ojuelegba Road Ojuelegba Surulere Lagos","<U+20A6>","220,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 16 Nov 2020","RESIDENTIAL LAND LAND FOR SALE","LafiajiLekki Phase 2 Lekki Lagos","<U+20A6>","25,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 18 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Oniru Victoria Island Lagos","<U+20A6>","110,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 10 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","chevron Lekki Lagos","<U+20A6>","60,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 17 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","210,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 03 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Victoria Island Lagos","<U+20A6>","160,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 21 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","...Ajah Lagos","<U+20A6>","97,000,000","5 beds","7 baths","8 Toilets"
"Updated 19 Dec 2020, Added 05 Nov 2020","4 BEDROOM HOUSE FOR SALE","-Jahi Abuja","<U+20A6>","55,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 21 Jun 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Chevron Lekki Lagos","<U+20A6>","43,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 12 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","MegamoundIkota Lekki Lagos","<U+20A6>","120,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 02 Dec 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","lake view estateLekki Lagos","<U+20A6>","95,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 24 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","180,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 09 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","OrchidLekki Lagos","<U+20A6>","53,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 05 Aug 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Lekki Lagos","<U+20A6>","55,000,000","4 beds","5 baths","5 Toilets"
"Updated 19 Dec 2020, Added 02 Dec 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","ikota villa estateLekki Lagos","<U+20A6>","65,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 02 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Pearl Gardens Estate Monastery road Sangotedo Lagos","<U+20A6>","38,800,000","4 beds","3 baths","3 Toilets"
"Updated 19 Dec 2020, Added 05 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","U3 EstateLekki Phase 1 Lekki Lagos","<U+20A6>","400,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 24 May 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Idado Lekki Lagos","<U+20A6>","75,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 07 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Karsana Abuja","<U+20A6>","130,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 14 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","280,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 30 Aug 2020","6 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Off Glover Road Gerard Road Ikoyi Lagos","<U+20A6>","900,000,000","6 beds","baths","Toilets"
"Updated 19 Dec 2020, Added 24 Jun 2020","OFFICE SPACE COMMERCIAL PROPERTY FOR SALE","Kudirat Abiola wayOregun Ikeja Lagos","<U+20A6>","300,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 18 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","2nd toll gateLekki Lagos","<U+20A6>","45,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 13 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","MegamoundLekki Lagos","<U+20A6>","90,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 13 May 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Pinnock Beach EstateOsapa London Lekki Lagos","<U+20A6>","200,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 14 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Lekki Lagos","<U+20A6>","110,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 25 Aug 2020","COMMERCIAL LAND LAND FOR SALE","Jimoh Odutola Street off Eric Moore Bode Thomas Surulere Lagos","<U+20A6>","500,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 06 May 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Osborne Foreshore Estate Ikoyi Lagos","<U+20A6>","155,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 17 Jul 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikoyi Lagos","<U+20A6>","250,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 06 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","-Chevron Lekki Lagos","<U+20A6>","120,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 17 Sep 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","43,000,000","4 beds","5 baths","5 Toilets"
"Updated 19 Dec 2020, Added 06 Jun 2020","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","250,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 18 Aug 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Bera EstateChevron Lekki Lagos","<U+20A6>","55,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 11 Jul 2020","4 BEDROOM HOUSE FOR SALE","Megamound Estate LEKKI County Homes Ikota Lekki Lagos","<U+20A6>","70,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 05 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","ChevronLekki Lagos","<U+20A6>","59,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 21 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Gafari Animashaun Street off Ajose AdeogunLigali Ayorinde Victoria Island Lagos","<U+20A6>","350,000,000","5 beds","5 baths","5 Toilets"
"Updated 19 Dec 2020, Added 16 Aug 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Yekini Bakare Estate, Off Orchid Hotel Road,Ikota Lekki Lagos","<U+20A6>","55,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 06 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","... Lekki Phase 1 Lekki Lagos","<U+20A6>","320,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 14 Dec 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","45,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 17 Jul 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","230,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 13 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","MegamoundLekki Lagos","<U+20A6>","110,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 23 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Before second toll gateLekki Lagos","<U+20A6>","80,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 10 Jul 2020","COMMERCIAL LAND LAND FOR SALE","Apapa-Oshodi Express Way by Iyana IsoloIlasamaja Mushin Lagos","<U+20A6>","2,500,000,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 31 Jul 2020","2 BEDROOM FLAT / APARTMENT FOR SALE","Victoria Island Lagos","<U+20A6>","80,000,000","2 beds","2 baths","3 Toilets"
"Updated 19 Dec 2020, Added 19 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","AjahAjah Lagos","<U+20A6>","35,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 24 Jun 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Adeniyi Jones Ikeja Lagos","<U+20A6>","135,000,000","5 beds","baths","Toilets"
"Updated 19 Dec 2020, Added 05 Nov 2019","4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR SALE","Easter Lilly Penthouse B Prime, Water Gardens Estate 2, Lekki Phase 1, Lekki, LagosLekki Phase 1 Lekki Lagos","<U+20A6>","75,000,000","4 beds","3 baths","4 Toilets"
"Updated 19 Dec 2020, Added 20 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","200,000,000","5 beds","5 baths","5 Toilets"
"Updated 19 Dec 2020, Added 03 Apr 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Osapa London Lekki Lagos","<U+20A6>","40,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 18 Sep 2020","7 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Old Ikoyi Ikoyi Lagos","<U+20A6>","1,200,000,000","7 beds","7 baths","8 Toilets"
"Updated 19 Dec 2020, Added 06 Apr 2020","4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikate ElegushiIkate Lekki Lagos","<U+20A6>","80,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 05 Oct 2020","4 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR SALE","Parkview Estate Ikoyi Lagos","<U+20A6>","205,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 25 May 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","120,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 28 Sep 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","35,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 26 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikota VillaIkota Lekki Lagos","<U+20A6>","70,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 20 Nov 2020","2 BEDROOM BLOCKS OF FLATS HOUSE FOR SALE","Ajah Lagos","<U+20A6>","23,000,000","2 beds","2 baths","3 Toilets"
"Updated 19 Dec 2020, Added 06 Sep 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Osapa London Lekki Lagos","<U+20A6>","42,000,000","3 beds","3 baths","4 Toilets"
"Updated 19 Dec 2020, Added 23 Jul 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikota Villa Estate 2 ExtensionIkota Lekki Lagos","<U+20A6>","55,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 30 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikota Lekki Lagos","<U+20A6>","50,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 09 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","120,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 18 Aug 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Chevy View EstateChevron Lekki Lagos","<U+20A6>","80,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 06 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","2nd toll gateLekki Lagos","<U+20A6>","35,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 25 May 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","120,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 14 Oct 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","LekkiLekki Lagos","<U+20A6>","110,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 02 Dec 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","lake view estateLekki Lagos","<U+20A6>","135,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 16 Jul 2020","3 BEDROOM FLAT / APARTMENT FOR SALE","Off Unity RoadToyin Street Ikeja Lagos","<U+20A6>","90,000,000","3 beds","2 baths","2 Toilets"
"Updated 19 Dec 2020, Added 15 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","IkotaLekki Lagos","<U+20A6>","35,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 09 Aug 2020","3 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","64,500,000","3 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 25 Jun 2020","COMMERCIAL PROPERTY FOR SALE","Along Ishaga RoadIdi Araba Surulere Lagos","<U+20A6>","280,000,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 09 Aug 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Lekki Phase 1 Lekki Lagos","<U+20A6>","120,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 20 Nov 2020","5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","OsapaLekki Lagos","<U+20A6>","90,000,000","5 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 09 Oct 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","80,000,000","4 beds","5 baths","5 Toilets"
"Updated 19 Dec 2020, Added 07 Dec 2020","SERVICED RESIDENTIAL LAND LAND FOR SALE","Igbola,Epe, 5 Minutes from Epe Resort & SpaEpe Lagos","<U+20A6>","850,000","beds","baths","Toilets"
"Updated 19 Dec 2020, Added 14 Oct 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","IkotaLekki Lagos","<U+20A6>","52,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 21 Sep 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","76,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 09 Nov 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Ikate Lekki Lagos","<U+20A6>","80,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 08 Dec 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","37,000,000","4 beds","4 baths","5 Toilets"
"Updated 19 Dec 2020, Added 23 Nov 2020","4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE","Ajah Lagos","<U+20A6>","46,000,000","4 beds","5 baths","6 Toilets"
"Updated 19 Dec 2020, Added 21 Sep 2020","5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE","Lekki Lagos","<U+20A6>","85,000,000","5 beds","6 baths","7 Toilets"
"Updated 19 Dec 2020, Added 05 Nov 2020","4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE","Off orchid roadLekki Lagos","<U+20A6>","43,000,000","4 beds","4 baths","5 Toilets"
